session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
7959,114,114,114,114,114,114,114,114,114,114,128
7960,114,114,114,114,114,114,114,114,114,114,128
7961,114,10,4,215,21,4,65,27,65,4,128
7962,27,21,10,30,3,6,9,3,4,9,128
7963,30,33,4,9,10,6,9,33,4,4,128
7964,155,4,9,155,2,3,21,4,10,21,128
7965,65,27,10,21,3,27,65,4,30,9,128
7966,33,9,6,23,4,4,9,6,23,9,128
7967,9,4477,4,9,4,4,4,4,21,10,128
7968,3,9,3,4,215,10,21,4,27,65,128
7969,65,27,4,21,10,4,30,30,3,9,128
7970,6,9,10,4,6,4,33,51,9,4,128
7971,4,9,33,6,51,51,4,9,23,81,128
7972,43,114,563,114,114,114,114,114,563,114,128
7973,4,114,114,114,114,114,114,114,9,6,128
7974,23,9,9,9,4,4,4,4,4,4,128
7975,4,4,4,4,3,215,4,10,21,4,128
7976,65,27,30,27,65,4,10,21,4,6,128
7977,30,9,6,9,10,3,33,4,3,33,128
7978,4,9,4,10,2,6,3,155,21,65,128
7979,4,21,10,27,43,215,4,10,21,4,128
7980,65,27,30,27,65,4,10,21,4,6,128
7981,30,9,9,4,10,6,9,4,3,33,128
7982,33,4,6,3,51,9,9,4,23,4,128
7983,43,51,9,6,23,9,4,4,3,51,128
7984,155,23,2,65,4,21,10,27,4,3,128
7985,215,10,21,4,65,27,10,65,27,21,128
7986,4,4,6,3,30,9,30,6,33,4,128
7987,9,6,9,33,10,4,81,43,4,9,128
7988,4,9,155,2,3,10,21,4,65,10,128
7989,27,21,3,2,6,3,3,2,6,43,128
7990,215,4,10,21,4,65,27,30,27,65,128
7991,4,10,21,6,30,9,4,6,4,9,128
7992,3,33,4,10,3,33,4,4,9,6,128
7993,4,4,9,43,4,10,3,9,155,4,128
7994,2,4,21,10,27,65,3,215,4,10,128
7995,21,4,27,65,10,65,21,27,4,3,128
7996,30,4,9,6,30,3,10,33,4,9,128
7997,6,4,33,43,81,9,4,4,9,9,128
7998,4,3,2,155,10,2,21,65,10,27,128
7999,4,21,43,573,573,800,44,5,573,800,128
8000,18,17,573,573,17,43,573,800,5,4,128
8001,215,10,21,4,65,27,27,21,65,4,128
8002,10,4,3,30,9,6,4,30,33,10,128
8003,3,9,6,4,9,9,33,6,9,51,128
8004,4,23,51,4,9,4,6,23,9,4,128
8005,21,3,2,155,4,21,10,27,65,4,128
8006,215,10,21,4,65,27,27,4,65,10,128
8007,21,30,3,4,6,9,9,3,9,33,128
8008,4,10,9,33,4,43,4,6,6,9,128
8009,6,3,2,9,3,9,425,176,163,2,128
8010,382,413,372,400,390,406,9,3,373,98,128
8011,391,192,98,163,176,391,176,176,163,391,128
8012,391,413,391,2,3,9,9,9,2,9,128
8013,9,9,4,4,4,4,4,4,9,4,128
8014,4,4,9,4,4,10,4,1347,1347,372,128
8015,10,1347,391,9,2,3,9,6,9,4,128
8016,4,4,9,4,9,4,4,4,3,155,128
8017,21,2,2,4,21,10,27,65,215,4,128
8018,10,21,4,65,27,4,10,21,65,27,128
8019,30,3,9,6,30,4,3,33,4,4,128
8020,33,6,9,10,9,9,6,6,43,6,128
8021,4,9,4,3,9,155,155,3,21,2,128
8022,4,21,10,27,65,3,3,2,2,3,128
8023,6,2,6,3,43,81,2,38,13,11,128
8024,152,78,38,78,38,1,19,13,3,19,128
8025,137,78,13,855,38,3,137,6,1,13,128
8026,11,38,19,19,11,1,13,78,78,13,128
8027,11,3,1,1,1,11,11,1,1,1,128
8028,11,1,1,38,11,15,1,11,11,78,128
8029,11,11,1,1,11,11,11,1,11,1,128
8030,11,11,1,11,11,1,11,1,11,11,128
8031,13,11,1,1,11,11,11,1,11,1,128
8032,11,11,1,11,11,1,11,11,1,11,128
8033,11,11,1,1,11,11,11,1,1,11,128
8034,11,11,1,11,11,1,11,1,11,11,128
8035,1,11,1,11,11,1,11,11,1,11,128
8036,11,1,11,11,1,11,1,11,11,11,128
8037,1,11,1,11,11,1,11,1,11,11,128
8038,1,11,11,11,1,1,11,11,11,1,128
8039,1,11,11,11,1,11,11,1,11,1,128
8040,11,11,1,11,1,11,11,11,1,1,128
8041,11,11,11,1,11,1,11,11,1,11,128
8042,11,1,11,1,11,11,11,1,1,11,128
8043,11,11,1,11,1,11,11,1,11,11,128
8044,11,1,1,11,11,11,1,1,11,11,128
8045,11,11,1,11,1,11,11,1,11,11,128
8046,1,11,1,11,11,11,1,1,11,11,128
8047,11,1,11,11,1,11,1,11,11,1,128
8048,11,1,11,11,11,1,1,11,11,11,128
8049,1,11,1,11,11,1,11,11,1,11,128
8050,1,11,11,11,1,1,11,11,1,11,128
8051,11,1,11,11,1,11,11,1,11,1,128
8052,11,11,11,1,1,11,11,11,1,1,128
8053,11,11,11,1,11,1,11,1,11,11,128
8054,11,1,1,11,11,1,11,1,11,11,128
8055,1,11,11,1,11,11,1,11,11,1,128
8056,11,1,11,1,11,1,11,1,11,11,128
8057,1,1,19,38,1,1,13,38,1,1,128
8058,13,8,13,1,19,8,38,8,75,6,128
8059,75,19,75,8,1,8,1,1,1,8,128
8060,8,1,8,8,1,8,8,1,19,8,128
8061,8,1,8,8,8,1,8,1,8,8,128
8062,8,1,8,8,1,8,8,1,8,8,128
8063,8,13,1,8,1,8,8,8,8,1,128
8064,1,8,8,8,8,1,8,1,8,8,128
8065,8,1,8,8,1,8,8,1,8,8,128
8066,8,8,1,1,8,8,8,8,1,8,128
8067,1,8,8,8,1,8,8,1,8,1,128
8068,8,8,1,1,8,1,8,8,1,8,128
8069,8,1,8,8,8,8,1,1,8,8,128
8070,8,8,1,8,1,8,8,8,1,8,128
8071,8,1,8,8,1,8,8,8,1,8,128
8072,1,8,8,8,8,1,1,8,8,8,128
8073,8,1,8,1,8,8,8,1,8,8,128
8074,8,1,8,1,8,8,8,8,1,1,128
8075,8,8,8,1,8,8,1,8,8,1,128
8076,8,8,1,1,1,1,8,8,8,1,128
8077,8,1,8,8,8,8,1,1,8,8,128
8078,1,8,8,1,8,8,1,8,8,1,128
8079,8,8,1,8,8,8,8,1,1,8,128
8080,8,8,8,1,8,1,8,8,8,1,128
8081,8,8,1,8,1,8,8,8,8,1,128
8082,1,8,8,8,8,1,8,8,1,8,128
8083,8,1,8,8,8,1,8,1,8,8,128
8084,8,8,1,1,8,8,8,8,1,8,128
8085,1,8,8,8,1,8,8,1,8,8,128
8086,1,8,8,8,8,1,1,8,8,8,128
8087,8,1,1,8,8,8,8,1,8,8,128
8088,1,8,1,8,8,8,8,1,8,1,128
8089,8,8,8,1,8,1,1,1,15,15,128
8090,15,15,15,1,15,15,3,1,13,75,128
8091,75,38,19,38,13,1,1677,19,13,38,128
8092,582,11,19,13,1,582,19,137,13,75,128
8093,1,19,7,13,19,1,1,11,13,19,128
8094,11,11,19,1,1,1,1,11,1,1,128
8095,1,11,11,1,11,11,1,11,11,13,128
8096,13,1,19,8,75,1,8,3,75,19,128
8097,19,1,8,1,19,8,1,13,1,8,128
8098,1,8,8,1,8,1,8,8,1,8,128
8099,8,8,1,8,1,8,8,8,1,1,128
8100,8,8,1,8,8,1,13,8,8,1,128
8101,8,8,1,1,1,1,6,10,215,4,128
8102,4,3,4,6,3,6,21,6,65,6,128
8103,27,4,10,65,27,21,4,30,3,9,128
8104,9,4,6,4,30,33,4,9,33,9,128
8105,6,6,4,4,9,6,4,9,3,51,128
8106,3,23,9,6,9,4,4,51,23,9,128
8107,155,3,6,21,155,2,27,10,65,4,128
8108,21,43,4,3,215,21,10,4,65,27,128
8109,10,21,65,27,4,3,30,51,6,9,128
8110,30,4,9,3,51,33,4,10,4,6,128
8111,9,33,6,9,81,43,23,4,9,51,128
8112,4,6,23,9,4,4,4,3,155,9,128
8113,2,3,9,10,21,155,27,65,2,3,128
8114,10,2,3,6,4,21,2,176,390,391,128
8115,163,373,176,413,406,382,98,400,372,425,128
8116,391,4,2443,413,2443,391,391,1347,391,1347,128
8117,391,391,1347,391,391,391,391,391,391,163,128
8118,176,1347,2443,391,595,3,2,2,6,3,128
8119,38,3,6,2,13,11,152,78,1,38,128
8120,78,6,38,137,13,3,19,3,7,13,128
8121,1,19,137,19,75,6,1,13,19,75,128
8122,38,78,1,1,11,13,3,11,1,1,128
8123,1,11,11,1,1,1,1,11,1,1,128
8124,11,11,1,1,11,78,11,43,11,11,128
8125,1,1,11,11,11,11,1,11,11,1,128
8126,11,11,1,11,11,11,11,1,11,11,128
8127,13,11,1,11,1,11,11,11,1,1,128
8128,1,1,11,1,11,11,11,11,1,1,128
8129,1,19,1,11,1,1,1,11,1,1,128
8130,11,11,11,1,1,75,1,11,1,1,128
8131,11,1,11,75,1,1,1,1,1,1,128
8132,1,1,11,11,1,1,1,11,1,1,128
8133,1,11,1,11,11,1,1,11,1,1,128
8134,11,11,11,11,1,11,1,11,11,11,128
8135,1,11,11,1,11,11,1,11,11,11,128
8136,11,1,11,11,11,11,1,11,1,11,128
8137,11,1,11,11,11,1,11,11,1,11,128
8138,11,11,1,1,11,11,11,11,1,11,128
8139,1,11,11,11,1,11,11,11,1,11,128
8140,1,11,11,11,1,1,11,11,11,11,128
8141,1,11,11,1,11,11,1,11,11,11,128
8142,1,1,11,11,11,1,1,11,11,1,128
8143,11,11,1,11,11,1,11,11,1,11,128
8144,11,1,11,11,11,11,1,1,11,11,128
8145,11,11,1,11,11,1,11,11,1,11,128
8146,11,1,11,11,1,11,11,11,11,1,128
8147,1,38,15,1,11,1,11,11,1,11,128
8148,1,1,11,11,11,11,1,1,11,11,128
8149,11,11,1,11,11,1,11,11,1,11,128
8150,11,11,1,11,11,11,11,1,11,1,128
8151,11,11,11,1,11,11,11,1,11,1,128
8152,11,11,11,11,1,1,11,11,11,11,128
8153,1,11,1,11,11,11,1,11,11,1,128
8154,11,11,1,11,11,11,11,1,1,11,128
8155,11,11,11,1,11,1,11,11,11,1,128
8156,11,11,1,11,11,1,11,11,11,11,128
8157,1,1,11,11,11,11,1,1,11,11,128
8158,11,11,1,11,11,1,11,11,1,11,128
8159,11,1,1,19,38,1,1,1,1,7,128
8160,78,13,1,14,13,152,19,78,19,1,128
8161,137,11,75,13,137,1,19,38,13,11,128
8162,78,19,1,1,19,1,1,1,1,1,128
8163,13,1,1,14,13,1,14,19,19,1,128
8164,14,1,14,1,1,14,1,14,14,1,128
8165,1,14,14,1,14,1,14,14,14,14,128
8166,1,1,14,14,13,75,38,78,19,14,128
8167,1,13,13,19,14,1,75,1,14,1,128
8168,19,14,19,1,1,14,1,14,14,1,128
8169,14,14,1,14,1,14,14,14,1,1,128
8170,14,14,14,1,14,14,1,14,1,14,128
8171,14,14,13,1,1,14,14,14,1,14,128
8172,14,1,14,14,1,14,14,14,1,1,128
8173,14,14,14,1,1,14,14,14,1,14,128
8174,1,14,14,1,14,14,1,14,14,1,128
8175,1,14,1,14,1,14,14,14,1,14,128
8176,1,14,1,14,14,14,14,1,1,14,128
8177,14,14,1,1,14,14,19,6,14,1,128
8178,14,14,1,19,215,10,4,4,3,6,128
8179,4,3,6,21,27,65,21,27,4,10,128
8180,65,4,3,9,30,4,4,33,9,30,128
8181,33,6,9,4,4,9,4,6,4,3,128
8182,9,4,21,10,3,9,155,2,4,65,128
8183,10,21,27,3101,56,56,4,56,10,21,128
8184,995,4,65,27,56,995,10,21,1224,65,128
8185,27,4,3,30,9,6,30,3,32,4,128
8186,9,10,33,32,4,33,32,9,6,32,128
8187,4,51,56,32,4,4,4,23,9,4,128
8188,2,155,51,9,23,6,3,5,59,59,128
8189,5,59,5,5,59,59,5,59,5,5,128
8190,94,59,281,5,315,290,89,94,89,59,128
8191,383,5,290,449,59,449,5,257,89,5,128
8192,59,235,257,5,235,195,4,59,89,195,128
8193,94,290,4,21,10,27,65,3,59,291,128
8194,341,316,5,341,89,5,291,316,5,59,128
8195,356,281,315,5,59,5,59,59,341,356,128
8196,290,315,281,291,383,59,5,190,316,383,128
8197,291,341,315,356,281,59,316,89,59,94,128
8198,5,59,59,290,315,281,59,5,5,5,128
8199,5,59,316,291,315,59,59,5,59,94,128
8200,89,94,5,5,59,59,5,59,356,190,128
8201,94,5,59,59,235,290,59,59,5,190,128
8202,89,5,59,341,5,5,195,5,202,202,128
8203,59,5,94,89,5,220,290,257,281,315,128
8204,5,231,89,94,89,59,231,220,202,5,128
8205,290,291,281,282,231,59,235,282,94,282,128
8206,94,315,89,5,316,59,59,383,290,315,128
8207,5,59,89,94,89,5,257,235,290,341,128
8208,195,316,89,5,356,5,89,282,257,202,128
8209,235,190,5,89,257,89,235,190,5,94,128
8210,195,5,94,94,202,195,5,281,59,89,128
8211,190,5,3102,5,3102,13,59,38,59,11,128
8212,1,89,59,59,19,89,89,19,1,11,128
8213,13,38,5,89,190,282,59,94,5,383,128
8214,291,315,316,59,89,356,5,190,59,195,128
8215,220,89,5,89,220,195,190,257,235,202,128
8216,94,89,5,59,5,5,59,94,231,59,128
8217,5,315,5,231,59,356,383,316,281,5,128
8218,341,89,291,257,89,59,5,59,5,89,128
8219,59,257,5,59,231,257,89,202,59,231,128
8220,257,195,5,5,282,195,202,231,190,220,128
8221,282,5,231,195,257,5,220,231,195,202,128
8222,235,220,5,202,190,281,282,5,257,315,128
8223,282,235,257,195,220,235,231,195,281,282,128
8224,231,202,5,235,231,257,190,195,5,94,128
8225,220,202,202,235,190,282,257,257,231,282,128
8226,202,220,235,5,190,231,257,220,190,5,128
8227,235,195,257,195,282,5,202,202,202,190,128
8228,195,190,282,59,94,5,291,341,290,281,128
8229,383,316,5,5,5,59,59,94,190,235,128
8230,341,5,5,89,59,5,94,195,315,383,128
8231,220,5,341,195,89,59,5,59,257,59,128
8232,5,89,59,89,341,5,59,89,89,89,128
8233,89,59,5,89,59,59,59,290,291,257,128
8234,202,5,5,89,89,5,341,89,316,94,128
8235,59,356,282,89,5,257,202,235,94,202,128
8236,282,195,5,190,89,94,257,5,89,257,128
8237,291,383,316,356,281,315,231,5,290,5,128
8238,5,341,94,5,59,5,5,5,59,290,128
8239,5,5,190,281,89,89,89,5,89,5,128
8240,195,281,89,291,383,190,89,5,281,315,128
8241,89,5,341,291,5,89,290,220,5,94,128
8242,89,5,94,89,5,383,5,257,5,220,128
8243,190,89,89,5,89,5,202,13,38,19,128
8244,38,19,38,13,38,13,15,6,78,13,128
8245,10,78,6,1,7,1,7,38,15,10,128
8246,38,15,1,1,13,3,38,19,19,19,128
8247,38,8,13,6,78,751,3,38,1,13,128
8248,19,7,6,75,19,751,137,13,1,7,128
8249,13,75,75,38,19,13,7,78,1,7,128
8250,7,7,13,8,77,1,3,8,1,19,128
8251,13,1,8,1,1,8,1,13,1,1,128
8252,13,13,8,13,1,8,13,1,8,1,128
8253,8,8,5,8,8,89,1,1,190,8,128
8254,59,8,8,1,8,8,1,8,1,8,128
8255,5,8,8,89,8,1,5,1,5,89,128
8256,8,8,89,5,89,13,8,8,1,1,128
8257,8,8,1,94,5,94,5,1,19,1,128
8258,5,1,13,1,59,59,5,282,231,5,128
8259,89,5,282,5,202,231,220,5,202,235,128
8260,282,235,5,190,190,220,195,5,235,282,128
8261,202,220,195,257,190,202,220,5,202,257,128
8262,282,235,231,190,231,190,89,5,231,202,128
8263,5,190,220,282,202,231,5,220,202,195,128
8264,235,220,5,202,220,195,282,235,231,282,128
8265,190,220,190,38,19,220,231,19,75,19,128
8266,75,13,8,152,19,13,75,19,1,75,128
8267,137,13,19,1,78,7,13,1,7,1,128
8268,13,8,19,19,1,13,137,75,7,78,128
8269,13,19,1,7,1,1,1,1,1,235,128
8270,1,1,5,1,13,1,13,1,13,8,128
8271,1,13,8,13,8,1,8,1,1,1,128
8272,8,1,1,8,78,1,8,8,19,19,128
8273,13,11,152,19,78,38,906,11,1,19,128
8274,13,11,906,75,3,1,1,11,13,1,128
8275,11,1,11,11,1,11,1,11,11,11,128
8276,1,11,11,1,11,11,1,11,11,11,128
8277,1,1,11,89,13,1,5,1,1,13,128
8278,1,8,19,1,13,13,137,137,1,13,128
8279,75,19,7,7,1,7,1,7,1,1,128
8280,7,7,1,1,13,7,7,1,7,1,128
8281,7,13,5,1,8,13,94,1,8,1,128
8282,1,281,8,1,13,13,1,5,94,5,128
8283,89,8,1,8,1,8,1,8,8,202,128
8284,8,8,1,1,1,8,8,8,8,1,128
8285,1,8,8,8,1,8,8,1,8,8,128
8286,1,8,8,13,8,1,1,356,8,8,128
8287,1,202,1,315,1,13,1,152,1,13,128
8288,19,8,78,13,75,137,13,19,137,19,128
8289,1,13,7,7,1,1,1,1,13,1,128
8290,5,13,1,13,1,8,1,8,1,1,128
8291,1,1,1,8,8,1,8,8,1,13,128
8292,8,1,8,8,75,13,7,19,152,75,128
8293,78,75,13,1,19,7,7,75,7,19,128
8294,7,1,1,1,13,7,1,7,1,1,128
8295,7,7,1,7,7,7,19,1,7,1,128
8296,7,7,7,1,5,89,7,7,1,7,128
8297,7,1,7,7,1,7,1,7,7,13,128
8298,7,7,1,1,7,7,7,1,7,5,128
8299,1,1,1,1,13,1,1,19,152,7,128
8300,78,13,137,13,75,137,13,19,1,7,128
8301,7,1,1,1,7,13,1,1,1,1,128
8302,7,1,1,1,94,13,89,7,7,1,128
8303,235,7,1,7,7,1,7,1,7,13,128
8304,7,1,7,1,7,7,7,1,1,281,128
8305,7,7,7,1,7,220,1,7,13,7,128
8306,1,7,5,7,1,7,1,7,7,7,128
8307,1,1,7,7,5,1,13,89,94,1,128
8308,13,1,1,13,14,19,1,78,13,14,128
8309,19,1,75,14,14,1,1,1,1,14,128
8310,14,5,1,19,1,13,152,14,19,13,128
8311,1,38,13,6,137,14,19,1,14,13,128
8312,75,78,19,13,1,14,14,13,14,1,128
8313,1,1,1,1,1,1,14,1,14,341,128
8314,14,1,13,14,5,89,220,14,1,59,128
8315,14,1,14,14,13,14,1,14,14,14,128
8316,1,5,1,14,14,291,14,1,235,14,128
8317,14,1,14,13,14,1,14,14,5,14,128
8318,1,1,14,14,14,1,14,13,1,14,128
8319,281,1,19,1,8,13,1,13,19,13,128
8320,137,7,1,75,19,13,1,13,19,78,128
8321,7,7,13,8,1,8,1,1,1,8,128
8322,1,8,1,8,1,8,8,1,1,13,128
8323,8,5,8,8,1,8,1,8,13,1,128
8324,78,8,19,13,8,19,1,8,75,8,128
8325,1,1,1,13,8,1,8,1,8,1,128
8326,94,195,8,1,8,8,1,8,8,1,128
8327,13,8,8,59,1,8,8,8,1,1,128
8328,8,8,8,8,1,8,5,8,1,13,128
8329,8,8,1,8,8,1,8,1,1,1,128
8330,1,1,13,13,1,19,152,14,13,75,128
8331,137,13,137,7,13,19,1,19,13,7,128
8332,1,7,7,1,1,7,1,7,1,1,128
8333,13,7,7,1,7,5,1,7,7,1,128
8334,7,1,1,13,1,13,1,14,1,1,128
8335,1,1,1,1,14,19,14,13,19,7,128
8336,19,1,7,13,7,75,7,1,1,1,128
8337,13,13,1,7,341,5,89,1,1,7,128
8338,13,7,7,1,1,7,7,13,19,152,128
8339,14,14,13,1,19,75,14,1,14,19,128
8340,14,1,14,1,13,1,14,1,14,14,128
8341,1,1,13,14,14,14,19,14,1,5,128
8342,59,231,1,14,14,13,14,1,14,14,128
8343,1,14,14,1,14,1,14,14,1,14,128
8344,14,13,14,1,14,1,14,5,14,14,128
8345,1,13,19,11,137,13,1,19,75,14,128
8346,13,1,19,1,13,14,1,1,11,13,128
8347,11,1,1,1,1,11,1,1,1,11,128
8348,1,11,1,11,1,13,1,11,11,11,128
8349,1,5,11,11,1,13,11,11,1,11,128
8350,195,11,11,1,1,11,11,5,11,1,128
8351,59,1,11,11,13,11,11,1,11,11,128
8352,1,11,11,1,13,11,11,11,1,1,128
8353,1,1,13,1,13,14,19,152,1,19,128
8354,535,535,13,75,137,13,137,13,1,78,128
8355,1,7,13,7,1,1,1,7,7,1,128
8356,1,13,13,152,8,13,19,1,8,535,128
8357,13,1,75,1,8,8,8,1,1,1,128
8358,13,1,8,1,1,8,8,1,13,8,128
8359,8,1,1,8,1,8,8,13,8,8,128
8360,1,1,8,8,8,8,1,8,1,8,128
8361,8,1,8,8,1,8,8,1,8,8,128
8362,13,8,5,1,1,1,1,1,13,1,128
8363,14,13,19,13,19,1,137,13,137,75,128
8364,13,1,7,19,7,1,1,7,1,7,128
8365,1,1,13,7,7,1,1,7,7,1,128
8366,7,1,1,13,1,1,1,13,14,13,128
8367,14,1,1,1,14,14,1,1,1,1,128
8368,14,1,14,1,14,1,13,14,1,14,128
8369,14,1,14,1,14,13,14,1,14,14,128
8370,5,14,1,1,14,14,14,1,1,14,128
8371,14,13,14,1,14,14,1,13,14,1,128
8372,14,1,1,1,13,1,13,11,19,1,128
8373,13,19,75,13,11,1,11,1,1,1,128
8374,13,5,11,1,11,1,11,1,13,11,128
8375,11,1,11,1,11,11,13,11,1,1,128
8376,11,11,11,1,195,11,11,1,11,1,128
8377,11,11,13,1,11,1,11,11,13,383,128
8378,5,11,1,1,3103,247,2444,3103,2444,1991,128
8379,4478,1110,2444,1,1,94,5,38,19,7,128
8380,13,1,500,19,13,1,19,3,19,500,128
8381,7,13,75,1,7,7,13,19,78,1,128
8382,7,1,13,7,1,7,1,1,7,7,128
8383,1,13,7,7,7,78,1,1,7,7,128
8384,13,7,1,7,7,1,7,7,1,7,128
8385,94,5,383,7,7,1,1,7,13,7,128
8386,7,1,1,7,13,1,1,19,1,13,128
8387,1,13,13,14,152,19,1,19,14,13,128
8388,75,14,14,14,1,5,14,1,14,1,128
8389,1,13,1,14,14,1,14,1,13,14,128
8390,14,1,14,14,1,14,5,14,13,1,128
8391,14,1,14,14,14,14,1,1,14,14,128
8392,14,1,5,14,14,1,13,13,14,1,128
8393,1,1,1,13,14,1,14,19,13,75,128
8394,13,13,5,13,14,1,1,14,14,1,128
8395,1,14,1,1,14,1,14,14,1,1,128
8396,13,14,14,14,19,1,19,14,15,1,128
8397,1,1,5,5,5,59,202,5,281,59,128
8398,291,383,202,316,356,341,89,290,195,94,128
8399,5,383,59,356,281,316,291,5,94,195,128
8400,290,341,356,89,315,59,315,5,59,59,128
8401,5,5,316,89,341,94,231,5,89,59,128
8402,231,5,94,315,202,5,94,5,315,94,128
8403,190,281,89,5,5,94,59,89,190,59,128
8404,59,94,291,89,59,94,5,282,220,235,128
8405,235,220,282,202,231,5,220,235,5,195,128
8406,220,190,202,235,282,5,257,190,220,220,128
8407,195,220,257,5,202,282,190,231,235,5,128
8408,231,220,202,190,282,231,5,202,220,195,128
8409,235,202,220,220,195,282,5,5,220,235,128
8410,59,94,231,5,59,257,94,59,5,5,128
8411,202,356,5,5,5,94,89,59,19,1,128
8412,14,13,14,14,14,1,1,14,14,1,128
8413,14,1,89,5,14,220,1,14,14,13,128
8414,14,13,1,14,14,1,1,1,1,13,128
8415,1,13,14,19,1,13,75,5,137,13,128
8416,13,137,19,13,1,19,7,1,7,1,128
8417,7,1,7,1,7,89,1,89,5,94,128
8418,5,1,13,7,7,1,1,7,7,235,128
8419,89,5,1,231,1,7,341,1,190,13,128
8420,5,257,231,1,1,1,14,1,13,14,128
8421,1,1,14,1,14,1,1,59,14,1,128
8422,14,1,94,19,14,14,13,14,19,14,128
8423,13,19,1,75,14,1,14,1,1,13,128
8424,14,1,14,13,1,7,152,19,1,7,128
8425,13,19,1,75,19,7,7,1,1,202,128
8426,1,7,13,1,5,7,257,1,7,1,128
8427,13,7,1,7,7,19,1,7,13,7,128
8428,1,1,7,7,7,1,1,7,5,7,128
8429,7,1,7,1,13,7,13,1,1,1,128
8430,13,1,14,13,19,1,13,137,75,19,128
8431,7,1,13,89,1,1,1,13,1,1,128
8432,13,13,14,1,14,1,1,1,14,14,128
8433,1,1,14,1,13,14,5,14,14,1,128
8434,14,13,316,14,1,14,1,14,14,1,128
8435,14,1,14,1,14,14,315,13,14,1,128
8436,14,14,1,14,1,14,14,1,13,5,128
8437,5,1,1,1,1,13,1,1,19,8,128
8438,500,13,137,13,137,75,78,1,11,13,128
8439,19,1,19,13,11,78,1,13,1,1,128
8440,1,13,8,13,1,8,1,1,8,1,128
8441,1,1,8,8,1,8,1,8,1,13,128
8442,8,8,8,89,1,1,8,8,1,13,128
8443,8,8,1,8,1,8,8,8,1,8,128
8444,1,8,13,1,13,1,5,1,13,13,128
8445,1,13,8,19,1,13,19,75,13,8,128
8446,19,1,8,8,1,1,1,13,8,8,128
8447,1,89,5,1,8,1,13,8,8,5,128
8448,8,1,1,8,8,13,8,1,8,1,128
8449,8,8,8,1,5,8,1,8,1,8,128
8450,8,13,8,1,8,1,8,13,8,8,128
8451,1,1,5,1,1,1,1,13,11,152,128
8452,19,19,1,78,75,19,13,13,4479,19,128
8453,13,11,1,11,11,1,1,1,11,1,128
8454,5,11,1,11,195,1,11,1,11,11,128
8455,1,11,5,11,11,1,1,11,11,11,128
8456,1,11,1,11,11,1,13,1,1,1,128
8457,11,13,535,1,19,75,13,11,11,1,128
8458,11,1,11,89,5,94,1,1,13,1,128
8459,11,11,1,11,11,1,1,11,11,19,128
8460,11,11,1,11,11,1,11,11,1,11,128
8461,11,5,11,11,1,11,94,195,11,11,128
8462,11,1,1,11,11,13,11,1,11,11,128
8463,11,1,1,5,1,89,94,1,152,14,128
8464,13,1,19,13,1,3,19,14,13,75,128
8465,1,13,19,14,19,1,14,1,1,13,128
8466,1,14,1,14,14,1,13,14,1,14,128
8467,1,14,14,5,13,14,1,1,14,14,128
8468,14,1,1,14,5,14,1,14,14,1,128
8469,13,14,1,14,14,1,1,13,14,5,128
8470,89,1,1,19,1,1,13,19,14,13,128
8471,14,13,19,78,1,1,14,75,14,1,128
8472,14,1,1,13,356,1,14,14,5,1,128
8473,14,14,13,1,14,14,14,14,1,1,128
8474,14,14,13,14,14,1,1,14,14,14,128
8475,14,1,5,14,14,1,14,5,14,1,128
8476,14,14,13,14,1,14,1,14,13,14,128
8477,1,94,1,13,1,89,195,94,5,1,128
8478,13,78,11,19,751,19,1,13,75,19,128
8479,13,2682,13,1584,257,5,195,13,11,1,128
8480,11,1,1,1,1,1,19,11,19,13,128
8481,14,19,78,1,13,14,855,14,1,1,128
8482,75,1,1,152,13,11,1,19,13,11,128
8483,1,11,11,75,1,1,13,11,1,11,128
8484,1,11,1,13,5,11,257,202,190,5,128
8485,5,11,1,11,1,11,11,13,11,1,128
8486,11,11,11,1,11,1,11,11,11,1,128
8487,5,11,11,13,1,13,11,1,1,383,128
8488,89,5,89,202,89,13,1,152,38,14,128
8489,1,19,19,1,14,13,75,13,1,1,128
8490,14,1,1,13,1,13,14,152,1,19,128
8491,78,13,19,137,78,1,7,75,19,13,128
8492,7,13,1,7,1,14,13,1,1,1,128
8493,14,1,1,1,14,1,14,1,1,14,128
8494,14,14,1,14,14,75,1,5,13,14,128
8495,14,5,1,14,14,1,14,14,1,89,128
8496,14,14,75,14,14,1,1,14,14,13,128
8497,5,1,1,1,1,13,11,19,1,13,128
8498,78,11,1,75,1,11,1,1,11,1,128
8499,1,11,1,11,11,1,11,1,5,11,128
8500,11,1,11,11,1,11,11,1,11,11,128
8501,11,1,1,5,11,1,13,1,1,1,128
8502,13,89,89,152,19,8,13,1,78,1,128
8503,19,13,137,13,75,19,137,1,7,13,128
8504,78,19,7,1,1,1,1,1,13,13,128
8505,1,8,1,13,1,1,1,13,1,1,128
8506,8,5,8,1,8,8,1,1,8,8,128
8507,8,8,1,8,8,1,8,8,1,8,128
8508,8,1,8,8,1,8,8,8,8,1,128
8509,1,8,8,13,8,8,1,5,8,1,128
8510,8,8,1,1,1,13,13,1,8,8,128
8511,13,19,152,1,8,13,1,13,75,8,128
8512,8,1,8,1,1,13,8,1,1,5,128
8513,8,1,8,8,1,8,1,8,8,8,128
8514,1,1,356,89,449,8,8,59,1,8,128
8515,8,1,8,1,8,59,1,190,449,13,128
